text,devanagari,label,type
हIE कवितĀ फAAर हुनर करतAA,ही कविता फार हुनर करता,positive,sentence
हēṃ घडयaaळ अनियमित दिसतā,हें घडयाळ अनियमित दिसता,negative,sentence
हēn घडयaळ अनियमित दिसतah,हें घडयाळ अनियमित दिसता,negative,sentence
हen घडयaaळ अनियमित दिसतaa,हें घडयाळ अनियमित दिसता,negative,sentence
हeyn घडयaळ अनियमित दिसतa,हें घडयाळ अनियमित दिसता,negative,sentence
हēn घडयahळ अनियमित दिसतah,हें घडयाळ अनियमित दिसता,negative,sentence
हi नaटक फaर तफāवत करतah,ही नाटक फार तफावत करता,neutral,sentence
हie नahटक फāर तफāवत करतaa,ही नाटक फार तफावत करता,neutral,sentence
हi नahटक फāर तफaवत करतa,ही नाटक फार तफावत करता,neutral,sentence
हee नaaटक फaaर तफaaवत करतaa,ही नाटक फार तफावत करता,neutral,sentence
हie नaटक फaर तफāवत करतa,ही नाटक फार तफावत करता,neutral,sentence
हen पुस्तक प्रचnड धooर्त करतaa,हें पुस्तक प्रचंड धूर्त करता,negative,sentence
हayn पुस्तक प्रचmड धūर्त करतā,हें पुस्तक प्रचंड धूर्त करता,negative,sentence
हĒN पुस्तक प्रचMड धOOर्त करतA,हें पुस्तक प्रचंड धूर्त करता,negative,sentence
हAYN पुस्तक प्रचMड धŪर्त करतA,हें पुस्तक प्रचंड धूर्त करता,negative,sentence
हēn पुस्तक प्रचṃड धuर्त करतaa,हें पुस्तक प्रचंड धूर्त करता,negative,sentence
हen लoखnड अतिshय लaaभaaचen जaaलen,हें लोखंड अतिशय लाभाचें जालें,positive,sentence
हeyn लoखnड अतिshय लāभāचeṃ जaलeyn,हें लोखंड अतिशय लाभाचें जालें,positive,sentence
हen लoखnड अतिsaय लaभahचeyn जaलaym,हें लोखंड अतिशय लाभाचें जालें,positive,sentence
हem लowखnड अतिśय लāभaचeṃ जaaलēm,हें लोखंड अतिशय लाभाचें जालें,positive,sentence
हēṃ लowखnड अतिsय लaभaचēn जahलeyn,हें लोखंड अतिशय लाभाचें जालें,positive,sentence
हen समुद्र अतिshय दुर्गnधee यeतaa,हें समुद्र अतिशय दुर्गंधी येता,negative,sentence
हayn समुद्र अतिsaय दुर्गnधī यeyतah,हें समुद्र अतिशय दुर्गंधी येता,negative,sentence
हēn समुद्र अतिsय दुर्गṃधie यeyतah,हें समुद्र अतिशय दुर्गंधी येता,negative,sentence
हAYN समुद्र अतिSय दुर्गNधEE यEYतAA,हें समुद्र अतिशय दुर्गंधी येता,negative,sentence
हeym समुद्र अतिshय दुर्गnधi यēतā,हें समुद्र अतिशय दुर्गंधी येता,negative,sentence
हi नदie अतिshय त्रahस जaलēn,ही नदी अतिशय त्रास जालें,negative,sentence
हĪ नदĪ अतिŚय त्रĀस जĀलEṂ,ही नदी अतिशय त्रास जालें,negative,sentence
हee नदee अतिshय त्रaaस जaaलen,ही नदी अतिशय त्रास जालें,negative,sentence
हie नदī अतिsय त्रāस जaaलēn,ही नदी अतिशय त्रास जालें,negative,sentence
हi नदi अतिshय त्रaaस जāलayn,ही नदी अतिशय त्रास जालें,negative,sentence
हi फुल वर्स करतā,ही फुल वर्स करता,neutral,sentence
हee फुल वर्स करतaa,ही फुल वर्स करता,neutral,sentence
हi फुल वर्स करतah,ही फुल वर्स करता,neutral,sentence
हi फुल वर्स करतa,ही फुल वर्स करता,neutral,sentence
हō हowटayल प्रचnड भयnकर वaटटah,हो होटेल प्रचंड भयंकर वाटटा,negative,sentence
हoh हoटeल प्रचnड भयmकर वāटटah,हो होटेल प्रचंड भयंकर वाटटा,negative,sentence
हo हoटeल प्रचnड भयnकर वaaटटaa,हो होटेल प्रचंड भयंकर वाटटा,negative,sentence
हow हohटēल प्रचṃड भयnकर वahटटa,हो होटेल प्रचंड भयंकर वाटटा,negative,sentence
हow हoटayल प्रचnड भयmकर वahटटa,हो होटेल प्रचंड भयंकर वाटटा,negative,sentence
हi इच्छā बरiच खिन्न यēतā,ही इच्छा बरीच खिन्न येता,negative,sentence
हie इच्छah बरīच खिन्न यeyतa,ही इच्छा बरीच खिन्न येता,negative,sentence
हi इच्छah बरīच खिन्न यeyतah,ही इच्छा बरीच खिन्न येता,negative,sentence
हee इच्छaa बरeeच खिन्न यeतaa,ही इच्छा बरीच खिन्न येता,negative,sentence
हi इच्छah बरieच खिन्न यeतaa,ही इच्छा बरीच खिन्न येता,negative,sentence
हEṂ प्रĀणI प्रचMड हĀनIकAHरक यĒतAH,हें प्राणी प्रचंड हानीकारक येता,negative,sentence
हen प्रaaणī प्रचmड हahनiकāरक यayतa,हें प्राणी प्रचंड हानीकारक येता,negative,sentence
हĒN प्रĀणIE प्रचNड हAनIEकĀरक यEYतA,हें प्राणी प्रचंड हानीकारक येता,negative,sentence
हen प्रāणi प्रचṃड हahनiकaरक यēतā,हें प्राणी प्रचंड हानीकारक येता,negative,sentence
हen प्रaaणee प्रचnड हaaनeeकaaरक यeतaa,हें प्राणी प्रचंड हानीकारक येता,negative,sentence
हi कहaणī खūप निरasha यayतā,ही कहाणी खूप निराश येता,negative,sentence
हee कहaaणee खooप निरaash यeतaa,ही कहाणी खूप निराश येता,negative,sentence
हi कहaणī खooप निरāś यayतā,ही कहाणी खूप निराश येता,negative,sentence
हie कहaणi खooप निरahs यeतā,ही कहाणी खूप निराश येता,negative,sentence
हie कहaaणee खūप निरaś यeyतaa,ही कहाणी खूप निराश येता,negative,sentence
हen पaaन सुविधaa करतaa,हें पान सुविधा करता,positive,sentence
हeym पahन सुविधā करतā,हें पान सुविधा करता,positive,sentence
हēn पāन सुविधā करतā,हें पान सुविधा करता,positive,sentence
हeyn पaन सुविधah करतah,हें पान सुविधा करता,positive,sentence
हen पahन सुविधa करतā,हें पान सुविधा करता,positive,sentence
हeyṃ झaड सnबnध जaलem,हें झाड संबंध जालें,neutral,sentence
हen झaaड सnबnध जaaलen,हें झाड संबंध जालें,neutral,sentence
हeyn झahड सnबmध जahलeṃ,हें झाड संबंध जालें,neutral,sentence
हēm झahड सnबnध जāलeyn,हें झाड संबंध जालें,neutral,sentence
हeym झahड सnबmध जaलayṃ,हें झाड संबंध जालें,neutral,sentence
हEṂ गĀणEYN फAर तरुण करतA,हें गाणें फार तरुण करता,positive,sentence
हeyṃ गaaणaym फaर तरुण करतah,हें गाणें फार तरुण करता,positive,sentence
हēn गahणen फaर तरुण करतa,हें गाणें फार तरुण करता,positive,sentence
हayn गaणayn फāर तरुण करतa,हें गाणें फार तरुण करता,positive,sentence
हen गaaणen फaaर तरुण करतaa,हें गाणें फार तरुण करता,positive,sentence
हeym ग्रṃथ मस्त यeतah,हें ग्रंथ मस्त येता,positive,sentence
हen ग्रṃथ मस्त यeतa,हें ग्रंथ मस्त येता,positive,sentence
हayṃ ग्रnथ मस्त यayतah,हें ग्रंथ मस्त येता,positive,sentence
हen ग्रnथ मस्त यeतaa,हें ग्रंथ मस्त येता,positive,sentence
हen ग्रmथ मस्त यeतā,हें ग्रंथ मस्त येता,positive,sentence
हi प्लॅस्टिक अतिsय उदaस यayतā,ही प्लॅस्टिक अतिशय उदास येता,negative,sentence
हi प्लॅस्टिक अतिśय उदahस यayतā,ही प्लॅस्टिक अतिशय उदास येता,negative,sentence
हee प्लॅस्टिक अतिshय उदaaस यeतaa,ही प्लॅस्टिक अतिशय उदास येता,negative,sentence
हi प्लॅस्टिक अतिshaय उदaस यayतā,ही प्लॅस्टिक अतिशय उदास येता,negative,sentence
हie प्लॅस्टिक अतिsaय उदahस यeतaa,ही प्लॅस्टिक अतिशय उदास येता,negative,sentence
हen झāड फaर अनियमित आसaa,हें झाड फार अनियमित आसा,negative,sentence
हēm झaड फaaर अनियमित आसā,हें झाड फार अनियमित आसा,negative,sentence
हen झāड फahर अनियमित आसa,हें झाड फार अनियमित आसा,negative,sentence
हen झaaड फaaर अनियमित आसaa,हें झाड फार अनियमित आसा,negative,sentence
हem झaaड फāर अनियमित आसa,हें झाड फार अनियमित आसा,negative,sentence
हee कहaaणee बरeeच परिवर्तन करतaa,ही कहाणी बरीच परिवर्तन करता,neutral,sentence
हee कहaणie बरīच परिवर्तन करतa,ही कहाणी बरीच परिवर्तन करता,neutral,sentence
हi कहaणī बरīच परिवर्तन करतā,ही कहाणी बरीच परिवर्तन करता,neutral,sentence
हi कहaणie बरieच परिवर्तन करतa,ही कहाणी बरीच परिवर्तन करता,neutral,sentence
हī कहaणie बरieच परिवर्तन करतah,ही कहाणी बरीच परिवर्तन करता,neutral,sentence
हen घर फaaर कडक जaaलen,हें घर फार कडक जालें,negative,sentence
हēn घर फaर कडक जaलaym,हें घर फार कडक जालें,negative,sentence
हēn घर फaर कडक जahलayn,हें घर फार कडक जालें,negative,sentence
हen घर फaर कडक जahलeṃ,हें घर फार कडक जालें,negative,sentence
हēm घर फaर कडक जaलēn,हें घर फार कडक जालें,negative,sentence
हi फिल्म अतिshaय मnगल आसā,ही फिल्म अतिशय मंगल आसा,positive,sentence
हī फिल्म अतिsय मṃगल आसā,ही फिल्म अतिशय मंगल आसा,positive,sentence
हī फिल्म अतिśय मnगल आसa,ही फिल्म अतिशय मंगल आसा,positive,sentence
हee फिल्म अतिsaय मnगल आसah,ही फिल्म अतिशय मंगल आसा,positive,sentence
हee फिल्म अतिshय मnगल आसaa,ही फिल्म अतिशय मंगल आसा,positive,sentence
हie बayट फaर अपुरem जāलeyṃ,ही बेट फार अपुरें जालें,negative,sentence
हī बēट फahर अपुरayn जaलayṃ,ही बेट फार अपुरें जालें,negative,sentence
हIE बAYट फAHर अपुरEN जAAलAYN,ही बेट फार अपुरें जालें,negative,sentence
हĪ बEट फAHर अपुरĒṂ जAHलĒN,ही बेट फार अपुरें जालें,negative,sentence
हee बeट फaaर अपुरen जaaलen,ही बेट फार अपुरें जालें,negative,sentence
हee कवितaa अमooल्य दिसतaa,ही कविता अमूल्य दिसता,positive,sentence
हie कवितā अमūल्य दिसतā,ही कविता अमूल्य दिसता,positive,sentence
हie कवितah अमouल्य दिसतa,ही कविता अमूल्य दिसता,positive,sentence
हi कवितa अमouल्य दिसतa,ही कविता अमूल्य दिसता,positive,sentence
हi कवितa अमooल्य दिसतā,ही कविता अमूल्य दिसता,positive,sentence
हEN घडयAAळ खUप स्पṢ्ट वAटटĀ,हें घडयाळ खूप स्पष्ट वाटटा,positive,sentence
हeyn घडयāळ खuप स्पṣ्ट वaटटa,हें घडयाळ खूप स्पष्ट वाटटा,positive,sentence
हaym घडयāळ खuप स्पs्ट वaटटā,हें घडयाळ खूप स्पष्ट वाटटा,positive,sentence
हen घडयaaळ खooप स्पsh्ट वaaटटaa,हें घडयाळ खूप स्पष्ट वाटटा,positive,sentence
हeyn घडयahळ खouप स्पssa्ट वahटटa,हें घडयाळ खूप स्पष्ट वाटटा,positive,sentence
हī रस्तo प्रचmड निर्गम करतā,ही रस्तो प्रचंड निर्गम करता,neutral,sentence
हī रस्तow प्रचṃड निर्गम करतā,ही रस्तो प्रचंड निर्गम करता,neutral,sentence
हi रस्तow प्रचnड निर्गम करतaa,ही रस्तो प्रचंड निर्गम करता,neutral,sentence
हIE रस्तŌ प्रचNड निर्गम करतAH,ही रस्तो प्रचंड निर्गम करता,neutral,sentence
हee रस्तo प्रचnड निर्गम करतaa,ही रस्तो प्रचंड निर्गम करता,neutral,sentence
हi वस्तou फaर गonधळ वāटटah,ही वस्तू फार गोंधळ वाटटा,negative,sentence
हee वस्तoo फaaर गonधळ वaaटटaa,ही वस्तू फार गोंधळ वाटटा,negative,sentence
हie वस्तou फāर गomधळ वahटटā,ही वस्तू फार गोंधळ वाटटा,negative,sentence
हi वस्तou फāर गōnधळ वaटटah,ही वस्तू फार गोंधळ वाटटा,negative,sentence
हen झaaड खooप छaaन आसaa,हें झाड खूप छान आसा,positive,sentence
हayn झaड खūप छaaन आसā,हें झाड खूप छान आसा,positive,sentence
हayṃ झaड खūप छaन आसaa,हें झाड खूप छान आसा,positive,sentence
हēn झāड खuप छahन आसah,हें झाड खूप छान आसा,positive,sentence
हeyn झaड खūप छaaन आसā,हें झाड खूप छान आसा,positive,sentence
हī वनस्पत अतिshaय बaहeर जāलeyn,ही वनस्पत अतिशय बाहेर जालें,neutral,sentence
हee वनस्पत अतिsय बahहēर जahलayn,ही वनस्पत अतिशय बाहेर जालें,neutral,sentence
हee वनस्पत अतिshय बaaहeर जaaलen,ही वनस्पत अतिशय बाहेर जालें,neutral,sentence
हī वनस्पत अतिśय बahहayर जāलem,ही वनस्पत अतिशय बाहेर जालें,neutral,sentence
हee वनस्पत अतिshaय बaहeर जahलēṃ,ही वनस्पत अतिशय बाहेर जालें,neutral,sentence
हēm समुद्र बरiच प्रवeysa वāटटā,हें समुद्र बरीच प्रवेश वाटटा,neutral,sentence
हeyn समुद्र बरiच प्रवēs वaटटah,हें समुद्र बरीच प्रवेश वाटटा,neutral,sentence
हen समुद्र बरīच प्रवēs वaटटā,हें समुद्र बरीच प्रवेश वाटटा,neutral,sentence
हen समुद्र बरeeच प्रवesh वaaटटaa,हें समुद्र बरीच प्रवेश वाटटा,neutral,sentence
हayṃ समुद्र बरīच प्रवays वaटटa,हें समुद्र बरीच प्रवेश वाटटा,neutral,sentence
हī कल्पनā खuप जowखमi दिसतah,ही कल्पना खूप जोखमी दिसता,negative,sentence
हie कल्पनā खouप जōखमie दिसतah,ही कल्पना खूप जोखमी दिसता,negative,sentence
हee कल्पनaa खooप जoखमee दिसतaa,ही कल्पना खूप जोखमी दिसता,negative,sentence
हi कल्पनah खooप जōखमī दिसतā,ही कल्पना खूप जोखमी दिसता,negative,sentence
हie कल्पनā खūप जohखमi दिसतa,ही कल्पना खूप जोखमी दिसता,negative,sentence
हem नahच खūप नaaतēṃ आसā,हें नाच खूप नातें आसा,neutral,sentence
हen नaaच खooप नaaतen आसaa,हें नाच खूप नातें आसा,neutral,sentence
हēn नahच खooप नaतēn आसā,हें नाच खूप नातें आसा,neutral,sentence
हeyn नaच खūप नaतaym आसah,हें नाच खूप नातें आसा,neutral,sentence
हem नaaच खūप नaतen आसa,हें नाच खूप नातें आसा,neutral,sentence
हen दवaखāनeym खooप प्रवes करतā,हें दवाखानें खूप प्रवेश करता,neutral,sentence
हĒM दवAAखAHनEYN खUप प्रवĒS करतA,हें दवाखानें खूप प्रवेश करता,neutral,sentence
हayn दवaखaनayn खouप प्रवēsh करतa,हें दवाखानें खूप प्रवेश करता,neutral,sentence
हen दवaaखaaनen खooप प्रवesh करतaa,हें दवाखानें खूप प्रवेश करता,neutral,sentence
हēm दवaaखaaनeyn खuप प्रवeysh करतā,हें दवाखानें खूप प्रवेश करता,neutral,sentence
हee जoडaa प्रचnड निस्तeज आसaa,ही जोडा प्रचंड निस्तेज आसा,negative,sentence
हi जōडaa प्रचṃड निस्तeyज आसa,ही जोडा प्रचंड निस्तेज आसा,negative,sentence
हee जoडah प्रचṃड निस्तeyज आसā,ही जोडा प्रचंड निस्तेज आसा,negative,sentence
हī जowडa प्रचnड निस्तeज आसā,ही जोडा प्रचंड निस्तेज आसा,negative,sentence
हi जowडa प्रचmड निस्तeज आसā,ही जोडा प्रचंड निस्तेज आसा,negative,sentence
हie फिल्म फahर विवeyचन जāलem,ही फिल्म फार विवेचन जालें,neutral,sentence
हi फिल्म फāर विवayचन जaलeyn,ही फिल्म फार विवेचन जालें,neutral,sentence
हi फिल्म फāर विवēचन जaलen,ही फिल्म फार विवेचन जालें,neutral,sentence
हi फिल्म फahर विवeyचन जahलen,ही फिल्म फार विवेचन जालें,neutral,sentence
हee फिल्म फaaर विवeचन जaaलen,ही फिल्म फार विवेचन जालें,neutral,sentence
हi प्लॅस्टिक बरiच विरुप जāलaym,ही प्लॅस्टिक बरीच विरुप जालें,negative,sentence
हie प्लॅस्टिक बरiच विरुप जahलēn,ही प्लॅस्टिक बरीच विरुप जालें,negative,sentence
हi प्लॅस्टिक बरīच विरुप जaलen,ही प्लॅस्टिक बरीच विरुप जालें,negative,sentence
हi प्लॅस्टिक बरieच विरुप जāलeyn,ही प्लॅस्टिक बरीच विरुप जालें,negative,sentence
हee प्लॅस्टिक बरeeच विरुप जaaलen,ही प्लॅस्टिक बरीच विरुप जालें,negative,sentence
हi वस्तou अतिśय रaत आसa,ही वस्तू अतिशय रात आसा,neutral,sentence
हEE वस्तOO अतिSHय रAAत आसA,ही वस्तू अतिशय रात आसा,neutral,sentence
हie वस्तū अतिsय रahत आसā,ही वस्तू अतिशय रात आसा,neutral,sentence
हee वस्तoo अतिshय रaaत आसaa,ही वस्तू अतिशय रात आसा,neutral,sentence
हI वस्तU अतिSHAय रAAत आसAH,ही वस्तू अतिशय रात आसा,neutral,sentence
हeym कथāनक प्रचṃड तohल जahलeyṃ,हें कथानक प्रचंड तोल जालें,neutral,sentence
हen कथaनक प्रचnड तoल जaलeṃ,हें कथानक प्रचंड तोल जालें,neutral,sentence
हen कथaनक प्रचmड तōल जaलeym,हें कथानक प्रचंड तोल जालें,neutral,sentence
हeṃ कथaनक प्रचnड तowल जaलaym,हें कथानक प्रचंड तोल जालें,neutral,sentence
हen कथaaनक प्रचnड तoल जaaलen,हें कथानक प्रचंड तोल जालें,neutral,sentence
हie कल्पनah अतिshaय बुद्धिवahन जāलeyṃ,ही कल्पना अतिशय बुद्धिवान जालें,positive,sentence
हi कल्पनa अतिsय बुद्धिवāन जaलeṃ,ही कल्पना अतिशय बुद्धिवान जालें,positive,sentence
हie कल्पनa अतिsय बुद्धिवahन जahलeyn,ही कल्पना अतिशय बुद्धिवान जालें,positive,sentence
हee कल्पनaa अतिshय बुद्धिवaaन जaaलen,ही कल्पना अतिशय बुद्धिवान जालें,positive,sentence
हie कल्पनa अतिsय बुद्धिवaन जāलayn,ही कल्पना अतिशय बुद्धिवान जालें,positive,sentence
हem कपडēm खuप मळ आसā,हें कपडें खूप मळ आसा,negative,sentence
हen कपडen खooप मळ आसaa,हें कपडें खूप मळ आसा,negative,sentence
हēn कपडayn खuप मळ आसah,हें कपडें खूप मळ आसा,negative,sentence
हayn कपडēn खooप मळ आसaa,हें कपडें खूप मळ आसा,negative,sentence
हĒN कपडEYṂ खOOप मळ आसAH,हें कपडें खूप मळ आसा,negative,sentence
हEYN डOṂगर प्रचṂड अमर्यĀद यEYतAA,हें डोंगर प्रचंड अमर्याद येता,negative,sentence
हem डoṃगर प्रचnड अमर्यaaद यayतā,हें डोंगर प्रचंड अमर्याद येता,negative,sentence
हen डonगर प्रचnड अमर्यaaद यeतaa,हें डोंगर प्रचंड अमर्याद येता,negative,sentence
हEYN डOHMगर प्रचṂड अमर्यAद यAYतA,हें डोंगर प्रचंड अमर्याद येता,negative,sentence
हēn डoṃगर प्रचnड अमर्यāद यeyतā,हें डोंगर प्रचंड अमर्याद येता,negative,sentence
हoh गayम अतिshय नकow यēतa,हो गेम अतिशय नको येता,negative,sentence
हoh गeyम अतिsय नकow यeyतā,हो गेम अतिशय नको येता,negative,sentence
हo गeम अतिsय नकoh यayतa,हो गेम अतिशय नको येता,negative,sentence
हoh गēम अतिsaय नकoh यayतah,हो गेम अतिशय नको येता,negative,sentence
हo गeम अतिshय नकo यeतaa,हो गेम अतिशय नको येता,negative,sentence
हee बeट फaaर उत्सaaहee वaaटटaa,ही बेट फार उत्साही वाटटा,positive,sentence
हie बayट फahर उत्सāहi वahटटaa,ही बेट फार उत्साही वाटटा,positive,sentence
हi बayट फaर उत्सahहi वaटटa,ही बेट फार उत्साही वाटटा,positive,sentence
हie बeट फaर उत्सāहī वaaटटā,ही बेट फार उत्साही वाटटा,positive,sentence
हī बēट फāर उत्सaहie वaaटटā,ही बेट फार उत्साही वाटटा,positive,sentence
हEYM सOWनĒN डरĀवन यAYतĀ,हें सोनें डरावन येता,negative,sentence
हAYM सOHनEN डरAवन यAYतAH,हें सोनें डरावन येता,negative,sentence
हen सoनen डरaaवन यeतaa,हें सोनें डरावन येता,negative,sentence
हen सowनēm डरahवन यayतā,हें सोनें डरावन येता,negative,sentence
हayn सoनen डरaवन यēतa,हें सोनें डरावन येता,negative,sentence
हī पक्shī प्रचnड प्रवēs यayतā,ही पक्षी प्रचंड प्रवेश येता,neutral,sentence
हee पक्ṣee प्रचnड प्रवes यeyतaa,ही पक्षी प्रचंड प्रवेश येता,neutral,sentence
हee पक्shee प्रचnड प्रवesh यeतaa,ही पक्षी प्रचंड प्रवेश येता,neutral,sentence
हee पक्see प्रचṃड प्रवayś यeतa,ही पक्षी प्रचंड प्रवेश येता,neutral,sentence
हī पक्sshai प्रचṃड प्रवeysha यayतa,ही पक्षी प्रचंड प्रवेश येता,neutral,sentence
हo कaaर्यक्रम बरeeच आnतरसnबnध वaaटटaa,हो कार्यक्रम बरीच आंतरसंबंध वाटटा,neutral,sentence
हOH कAHर्यक्रम बरIच आṂतरसNबNध वĀटटAA,हो कार्यक्रम बरीच आंतरसंबंध वाटटा,neutral,sentence
हoh कahर्यक्रम बरīच आnतरसnबnध वaटटa,हो कार्यक्रम बरीच आंतरसंबंध वाटटा,neutral,sentence
हOW कAHर्यक्रम बरIच आNतरसNबNध वAHटटA,हो कार्यक्रम बरीच आंतरसंबंध वाटटा,neutral,sentence
हow कāर्यक्रम बरieच आnतरसṃबṃध वāटटah,हो कार्यक्रम बरीच आंतरसंबंध वाटटा,neutral,sentence
हi प्रतिज्ञa अतिshaय चिरस्थāयie यēतā,ही प्रतिज्ञा अतिशय चिरस्थायी येता,positive,sentence
हi प्रतिज्ञā अतिsय चिरस्थāयi यeतa,ही प्रतिज्ञा अतिशय चिरस्थायी येता,positive,sentence
हi प्रतिज्ञā अतिsaय चिरस्थahयī यēतā,ही प्रतिज्ञा अतिशय चिरस्थायी येता,positive,sentence
हĪ प्रतिज्ञAA अतिŚय चिरस्थAHयEE यEतA,ही प्रतिज्ञा अतिशय चिरस्थायी येता,positive,sentence
हee प्रतिज्ञaa अतिshय चिरस्थaaयee यeतaa,ही प्रतिज्ञा अतिशय चिरस्थायी येता,positive,sentence
हī कल्पनā खooप सāमaन्य जāलēn,ही कल्पना खूप सामान्य जालें,neutral,sentence
हI कल्पनĀ खOOप सĀमAन्य जĀलEYN,ही कल्पना खूप सामान्य जालें,neutral,sentence
हee कल्पनaa खooप सaaमaaन्य जaaलen,ही कल्पना खूप सामान्य जालें,neutral,sentence
हī कल्पनa खūप सahमaन्य जaलen,ही कल्पना खूप सामान्य जालें,neutral,sentence
हee कल्पनa खuप सaमaन्य जāलayṃ,ही कल्पना खूप सामान्य जालें,neutral,sentence
हee कवितaa अतिshय सnयमee आसaa,ही कविता अतिशय संयमी आसा,positive,sentence
हie कवितa अतिshय सṃयमi आसa,ही कविता अतिशय संयमी आसा,positive,sentence
हī कवितa अतिsय सnयमi आसah,ही कविता अतिशय संयमी आसा,positive,sentence
हie कवितah अतिśय सnयमie आसa,ही कविता अतिशय संयमी आसा,positive,sentence
हi कवितa अतिshय सṃयमi आसah,ही कविता अतिशय संयमी आसा,positive,sentence
हen घडयaaळ फaaर कaaरण करतaa,हें घडयाळ फार कारण करता,neutral,sentence
हeyn घडयaळ फaaर कaरण करतah,हें घडयाळ फार कारण करता,neutral,sentence
हen घडयāळ फaर कaरण करतa,हें घडयाळ फार कारण करता,neutral,sentence
हeyn घडयahळ फaर कaरण करतā,हें घडयाळ फार कारण करता,neutral,sentence
हēm घडयaळ फahर कahरण करतā,हें घडयाळ फार कारण करता,neutral,sentence
हi प्रतिज्ञaa अतिśय भ्रमित जaलeym,ही प्रतिज्ञा अतिशय भ्रमित जालें,negative,sentence
हĪ प्रतिज्ञĀ अतिŚय भ्रमित जĀलEYN,ही प्रतिज्ञा अतिशय भ्रमित जालें,negative,sentence
हi प्रतिज्ञah अतिshaय भ्रमित जahलēṃ,ही प्रतिज्ञा अतिशय भ्रमित जालें,negative,sentence
हee प्रतिज्ञaa अतिshय भ्रमित जaaलen,ही प्रतिज्ञा अतिशय भ्रमित जालें,negative,sentence
हi प्रतिज्ञa अतिsय भ्रमित जāलēm,ही प्रतिज्ञा अतिशय भ्रमित जालें,negative,sentence
हi कāर प्रदēś दिसतah,ही कार प्रदेश दिसता,neutral,sentence
हī कaaर प्रदes दिसतa,ही कार प्रदेश दिसता,neutral,sentence
हi कaर प्रदaysh दिसतah,ही कार प्रदेश दिसता,neutral,sentence
हee कaaर प्रदesh दिसतaa,ही कार प्रदेश दिसता,neutral,sentence
हi कahर प्रदesh दिसतah,ही कार प्रदेश दिसता,neutral,sentence
हeym समुद्र अतिsaय विभāग करतā,हें समुद्र अतिशय विभाग करता,neutral,sentence
हēn समुद्र अतिsय विभaग करतa,हें समुद्र अतिशय विभाग करता,neutral,sentence
हen समुद्र अतिśय विभāग करतā,हें समुद्र अतिशय विभाग करता,neutral,sentence
हen समुद्र अतिshय विभaaग करतaa,हें समुद्र अतिशय विभाग करता,neutral,sentence
हaym समुद्र अतिsaय विभahग करतa,हें समुद्र अतिशय विभाग करता,neutral,sentence
हI चS्मAH अतिSय छAHन यAYतAH,ही चष्मा अतिशय छान येता,positive,sentence
हee चsh्मaa अतिshय छaaन यeतaa,ही चष्मा अतिशय छान येता,positive,sentence
हi चssha्मā अतिshaय छaन यayतah,ही चष्मा अतिशय छान येता,positive,sentence
हi चṣ्मaa अतिsय छāन यēतaa,ही चष्मा अतिशय छान येता,positive,sentence
हEE चS्मA अतिSय छAHन यEतAH,ही चष्मा अतिशय छान येता,positive,sentence
हī rतu फahर बesरम वahटटah,ही ऋतू फार बेशरम वाटटा,negative,sentence
हie rतū फaaर बesरम वaaटटā,ही ऋतू फार बेशरम वाटटा,negative,sentence
हī ṛतu फāर बaysरम वahटटaa,ही ऋतू फार बेशरम वाटटा,negative,sentence
हee riतoo फaaर बeshरम वaaटटaa,ही ऋतू फार बेशरम वाटटा,negative,sentence
हi riतu फahर बēśरम वahटटa,ही ऋतू फार बेशरम वाटटा,negative,sentence
हie रस्तoh अतिśय बṃध दिसतah,ही रस्तो अतिशय बंध दिसता,neutral,sentence
हee रस्तo अतिshय बnध दिसतaa,ही रस्तो अतिशय बंध दिसता,neutral,sentence
हie रस्तo अतिsय बnध दिसतā,ही रस्तो अतिशय बंध दिसता,neutral,sentence
हie रस्तow अतिsय बṃध दिसतah,ही रस्तो अतिशय बंध दिसता,neutral,sentence
हie रस्तo अतिshaय बnध दिसतā,ही रस्तो अतिशय बंध दिसता,neutral,sentence
हēṃ नaच प्रचṃड भaग्यsāलee करतā,हें नाच प्रचंड भाग्यशाली करता,positive,sentence
हĒN नĀच प्रचNड भĀग्यŚĀलIE करतAA,हें नाच प्रचंड भाग्यशाली करता,positive,sentence
हeṃ नahच प्रचnड भahग्यsahलi करतah,हें नाच प्रचंड भाग्यशाली करता,positive,sentence
हen नaaच प्रचnड भaaग्यshaaलee करतaa,हें नाच प्रचंड भाग्यशाली करता,positive,sentence
हēn नaच प्रचṃड भaग्यsaलi करतa,हें नाच प्रचंड भाग्यशाली करता,positive,sentence
हie रस्तow अतिsय प्रमaण यēतa,ही रस्तो अतिशय प्रमाण येता,neutral,sentence
हee रस्तo अतिshय प्रमaaण यeतaa,ही रस्तो अतिशय प्रमाण येता,neutral,sentence
हī रस्तow अतिshय प्रमaण यeyतa,ही रस्तो अतिशय प्रमाण येता,neutral,sentence
हi रस्तo अतिshय प्रमaण यeतa,ही रस्तो अतिशय प्रमाण येता,neutral,sentence
हī रस्तow अतिsय प्रमaण यeतā,ही रस्तो अतिशय प्रमाण येता,neutral,sentence
हayṃ प्रaणi बरīच भिरamत आसā,हें प्राणी बरीच भिरांत आसा,negative,sentence
हaym प्रaणie बरiच भिरānत आसā,हें प्राणी बरीच भिरांत आसा,negative,sentence
हēm प्रaणi बरeeच भिरāmत आसah,हें प्राणी बरीच भिरांत आसा,negative,sentence
